time,seconds_elapsed,z,y,x
1659029066725890000,0.07589013671875,-58.14375305175781,-0.6375000476837158,-17.100000381469727
1659029066735890200,0.08589013671875,-58.06875228881836,-0.1875,-16.931251525878906
1659029066745890000,0.09589013671875,-58.031253814697266,0.30000001192092896,-16.61250114440918
1659029066755890200,0.10589013671875,-58.29375076293945,0,-16.78125
1659029066765890000,0.11589013671875,-58.14375305175781,0.11250000447034836,-16.631250381469727
1659029066775890200,0.12589013671875,-58.16250228881836,0.05625000223517418,-16.856250762939453
1659029066785890000,0.13589013671875,-58.06875228881836,0.07500000298023224,-16.89375114440918
1659029066795890200,0.14589013671875,-57.91875076293945,0.11250000447034836,-17.025001525878906
1659029066805890000,0.15589013671875,-58.10625076293945,0.03750000149011612,-16.950000762939453
1659029066815890200,0.16589013671875,-58.275001525878906,0,-17.118751525878906
1659029066825890000,0.17589013671875,-58.66875076293945,-0.581250011920929,-17.231250762939453
1659029066835890200,0.18589013671875,-58.29375076293945,-0.45000001788139343,-17.325000762939453
1659029066845890000,0.19589013671875,-58.70625305175781,-0.8437500596046448,-17.36250114440918
1659029066855890200,0.20589013671875,-58.81875228881836,-0.768750011920929,-17.475000381469727
1659029066865890000,0.21589013671875,-58.98750305175781,-0.8062500357627869,-17.681251525878906
1659029066875890200,0.22589013671875,-59.13750076293945,-1.162500023841858,-17.55000114440918
1659029066885890000,0.23589013671875,-58.781253814697266,-0.768750011920929,-17.71875
1659029066895890200,0.24589013671875,-58.89375305175781,-1.1437500715255737,-17.4375
1659029066905890000,0.25589013671875,-58.35000228881836,-0.75,-17.568750381469727
1659029066915890200,0.26589013671875,-58.72500228881836,-1.125,-17.006250381469727
1659029066925890000,0.27589013671875,-58.48125076293945,-0.862500011920929,-17.08125114440918
1659029066935890200,0.28589013671875,-58.781253814697266,-0.9937500357627869,-16.762500762939453
1659029066945890000,0.29589013671875,-58.44375228881836,-0.9937500357627869,-16.481250762939453
1659029066955890200,0.30589013671875,-58.44375228881836,-0.8250000476837158,-16.51875114440918
1659029066965890000,0.31589013671875,-58.368751525878906,-1.3312500715255737,-16.462501525878906
1659029066975890200,0.32589013671875,-58.14375305175781,-1.125,-16.350000381469727
1659029066985890000,0.33589013671875,-58.42500305175781,-1.1062500476837158,-16.162500381469727
1659029066995890200,0.34589013671875,-58.35000228881836,-0.8062500357627869,-16.443750381469727
1659029067005890000,0.35589013671875,-58.20000076293945,-0.6187500357627869,-16.387500762939453
1659029067015890200,0.36589013671875,-58.16250228881836,-0.8062500357627869,-16.068750381469727
1659029067025890000,0.37589013671875,-58.23750305175781,-0.768750011920929,-15.99375057220459
1659029067035890200,0.38589013671875,-58.10625076293945,-0.6187500357627869,-15.843750953674316
1659029067045890000,0.39589013671875,-58.51875305175781,-0.5062500238418579,-15.956250190734863
1659029067055890200,0.40589013671875,-58.593753814697266,-0.30000001192092896,-16.162500381469727
1659029067065890000,0.41589013671875,-58.53750228881836,-0.7312500476837158,-16.23750114440918
1659029067075890200,0.42589013671875,-58.53750228881836,-0.768750011920929,-16.42500114440918
1659029067085890000,0.43589013671875,-58.650001525878906,-1.2375000715255737,-16.631250381469727
1659029067095890200,0.44589013671875,-58.218753814697266,-0.956250011920929,-17.006250381469727
1659029067105890000,0.45589013671875,-58.57500076293945,-1.3125,-17.418750762939453
1659029067115890200,0.46589013671875,-58.687503814697266,-1.40625,-17.493751525878906
1659029067125890000,0.47589013671875,-58.38750076293945,-1.350000023841858,-17.418750762939453
1659029067135890200,0.48589013671875,-58.275001525878906,-1.21875,-17.4375
1659029067145890000,0.49589013671875,-58.218753814697266,-0.7125000357627869,-17.568750381469727
1659029067155890200,0.50589013671875,-57.937503814697266,-0.675000011920929,-17.45625114440918
1659029067165890000,0.51589013671875,-57.91875076293945,-0.30000001192092896,-17.287500381469727
1659029067175890200,0.52589013671875,-57.993751525878906,-0.4125000238418579,-17.287500381469727
1659029067185890000,0.53589013671875,-57.67500305175781,-0.15000000596046448,-16.931251525878906
1659029067195890200,0.54589013671875,-57.76875305175781,0.05625000223517418,-16.931251525878906
1659029067205890000,0.55589013671875,-57.63750076293945,0.26250001788139343,-16.80000114440918
1659029067215890200,0.56589013671875,-57.562503814697266,0.09375,-16.743751525878906
1659029067225890000,0.57589013671875,-57.50625228881836,0.3187500238418579,-16.5
1659029067235890200,0.58589013671875,-58.05000305175781,-0.16875000298023224,-16.5
1659029067245890000,0.59589013671875,-58.087501525878906,-0.26250001788139343,-16.481250762939453
1659029067255890200,0.60589013671875,-58.275001525878906,-0.6375000476837158,-16.51875114440918
1659029067265890000,0.61589013671875,-58.48125076293945,-0.581250011920929,-16.668750762939453
1659029067275890200,0.62589013671875,-58.57500076293945,-0.8812500238418579,-16.5
1659029067285890000,0.63589013671875,-58.63125228881836,-0.9187500476837158,-16.462501525878906
1659029067295890200,0.64589013671875,-58.76250076293945,-0.8062500357627869,-16.61250114440918
1659029067305890000,0.65589013671875,-58.80000305175781,-1.2000000476837158,-16.6875
1659029067315890200,0.66589013671875,-58.25625228881836,-0.6375000476837158,-16.59375
1659029067325890000,0.67589013671875,-57.91875076293945,-0.6000000238418579,-16.5
1659029067335890200,0.68589013671875,-57.54375076293945,0,-16.51875114440918
1659029067345890000,0.69589013671875,-57.243751525878906,-0.05625000223517418,-16.556251525878906
1659029067355890200,0.70589013671875,-56.92500305175781,0.24375000596046448,-16.78125
1659029067365890000,0.71589013671875,-56.98125076293945,0.09375,-16.98750114440918
1659029067375890200,0.72589013671875,-57.01875305175781,-0.03750000149011612,-17.006250381469727
