# EuRoC Launch (Up to date)
# 4087 data points written for 53 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (40,7 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=10 seconds
10.58,6.5044,22.473,38.989,22.558,39.138,0.56906,0,0.56906,0,1.9661,3.4111,39.3,8,9.8007,11.678,0,0,0,98737,16737,370.16,2.4773,NaN,325.14,NaN,0.06902,8324909,4837,8.5832,0.46301,0.56959,0.31595,0.026442,0.12062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.178,998.41,339.89,2e-3,0.028728
10.582,6.5494,22.551,38.991,22.637,39.14,0.573,0,0.573,0,1.9729,3.4113,39.3,8,9.8007,11.645,0,0,0,98733,16733,370.14,2.4773,NaN,325.13,NaN,0.069248,8352352,4837,8.6348,0.46301,0.56925,0.31595,0.026443,0.12062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.177,998.41,339.89,2e-3,0.028883
10.584,6.5946,22.629,38.993,22.715,39.142,0.57695,0,0.57695,0,1.9797,3.4114,39.3,8,9.8007,11.613,0,0,0,98729,16729,370.11,2.4773,NaN,325.12,NaN,0.069476,8379799,4837,8.6865,0.46302,0.56891,0.31594,0.026444,0.12063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.177,998.4,339.89,2e-3,0.029192
10.586,6.6399,22.707,38.994,22.793,39.143,0.58092,0,0.58092,0,1.9866,3.4116,39.3,8,9.8007,11.581,0,0,0,98724,16724,370.09,2.4773,NaN,325.11,NaN,0.069704,8407249,4837,8.7384,0.46302,0.56858,0.31594,0.026444,0.12063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.177,998.4,339.89,2e-3,0.029376
10.588,6.6854,22.785,38.996,22.872,39.145,0.5849,0,0.5849,0,1.9934,3.4117,39.3,8,9.8007,11.549,0,0,0,98720,16720,370.07,2.4773,NaN,325.1,NaN,0.069932,8434703,4837,8.7904,0.46302,0.56824,0.31594,0.026445,0.12064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.177,998.39,339.89,2e-3,0.030066
10.59,6.7311,22.863,38.998,22.95,39.147,0.58889,0,0.58889,0,2.0002,3.4118,39.3,8,9.8007,11.517,0,0,0,98716,16716,370.04,2.4773,NaN,325.09,NaN,0.07016,8462160,4837,8.8425,0.46303,0.56791,0.31594,0.026446,0.12064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.176,998.39,339.89,2e-3,0.030166
10.592,6.7769,22.941,38.999,23.028,39.148,0.5929,0,0.5929,0,2.007,3.412,39.3,8,9.8007,11.486,0,0,0,98711,16711,370.02,2.4773,NaN,325.08,NaN,0.070388,8489621,4837,8.8948,0.46303,0.56758,0.31594,0.026447,0.12064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.176,998.38,339.89,2e-3,0.030247
10.594,6.8228,23.019,39.001,23.106,39.15,0.59692,0,0.59692,0,2.0139,3.4121,39.3,8,9.8007,11.455,0,0,0,98707,16707,370,2.4773,NaN,325.07,NaN,0.070616,8517085,4837,8.9473,0.46304,0.56725,0.31594,0.026448,0.12065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.176,998.38,339.89,2e-3,0.030332
10.596,6.8689,23.097,39.003,23.185,39.152,0.60095,0,0.60095,0,2.0207,3.4123,39.3,8,9.8007,11.424,0,0,0,98702,16702,369.97,2.4773,NaN,325.05,NaN,0.070844,8544552,4837,8.9999,0.46304,0.56692,0.31594,0.026448,0.12065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.175,998.37,339.89,2e-3,0.030451
10.598,6.9152,23.175,39.004,23.263,39.153,0.605,0,0.605,0,2.0275,3.4124,39.3,8,9.8007,11.393,0,0,0,98698,16698,369.95,2.4772,NaN,325.04,NaN,0.071072,8572023,4837,9.0526,0.46304,0.56659,0.31594,0.026449,0.12066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.175,998.36,339.89,2e-3,0.030581
10.6,6.9616,23.253,39.006,23.341,39.155,0.60906,0,0.60906,0,2.0343,3.4126,39.3,8,9.8007,11.362,0,0,0,98694,16694,369.93,2.4772,NaN,325.03,NaN,0.0713,8599497,4837,9.1055,0.46305,0.56626,0.31594,0.02645,0.12066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.175,998.36,339.89,2e-3,0.030771
10.602,7.0082,23.331,39.008,23.42,39.157,0.61314,0,0.61314,0,2.0412,3.4127,39.3,8,9.8007,11.319,0,0,0,98689,16689,369.9,2.4772,NaN,325.02,NaN,0.071523,8626416,4837,9.1551,0.46305,0.5658,0.31594,0.026451,0.12067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.174,998.35,339.89,2e-3,0.030966
10.604,7.055,23.409,39.009,23.498,39.158,0.61723,0,0.61723,0,2.048,3.4129,39.3,8,9.8007,11.276,0,0,0,98685,16685,369.88,2.4772,NaN,325.01,NaN,0.071747,8653341,4837,9.2048,0.46306,0.56533,0.31593,0.026451,0.12067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.174,998.35,339.89,2e-3,0.031179
10.606,7.1018,23.487,39.011,23.576,39.16,0.62133,0,0.62133,0,2.0548,3.413,39.3,8,9.8007,11.234,0,0,0,98681,16681,369.86,2.4772,NaN,325,NaN,0.07197,8680272,4837,9.2547,0.46306,0.56487,0.31593,0.026452,0.12067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.174,998.34,339.89,2e-3,0.031301
10.608,7.1489,23.565,39.013,23.655,39.162,0.62545,0,0.62545,0,2.0616,3.4132,39.3,8,9.8007,11.192,0,0,0,98676,16676,369.83,2.4772,NaN,324.99,NaN,0.072194,8707208,4837,9.3046,0.46306,0.56441,0.31593,0.026453,0.12068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.174,998.34,339.89,2e-3,0.031546
10.61,7.1961,23.643,39.014,23.733,39.163,0.62958,0,0.62958,0,2.0685,3.4133,39.3,8,9.8007,11.15,0,0,0,98672,16672,369.81,2.4772,NaN,324.98,NaN,0.072418,8734150,4837,9.3547,0.46307,0.56395,0.31593,0.026454,0.12068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.173,998.33,339.89,2e-3,0.031745
10.612,7.2435,23.721,39.016,23.811,39.165,0.63372,0,0.63372,0,2.0753,3.4135,39.3,8,9.8007,11.108,0,0,0,98668,16668,369.79,2.4772,NaN,324.97,NaN,0.072642,8761098,4837,9.4049,0.46307,0.56349,0.31593,0.026455,0.12069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.173,998.33,339.89,2e-3,0.031977
10.614,7.291,23.799,39.018,23.89,39.167,0.63788,0,0.63788,0,2.0821,3.4136,39.3,8,9.8007,11.066,0,0,0,98663,16663,369.76,2.4772,NaN,324.96,NaN,0.072865,8788051,4837.1,9.4552,0.46308,0.56304,0.31593,0.026455,0.12069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.173,998.32,339.89,2e-3,0.032129
10.616,7.3387,23.877,39.019,23.968,39.168,0.64205,0,0.64205,0,2.0889,3.4137,39.3,8,9.8007,11.025,0,0,0,98659,16659,369.74,2.4772,NaN,324.95,NaN,0.073089,8815009,4837.1,9.5056,0.46308,0.56258,0.31593,0.026456,0.12069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.172,998.32,339.89,2e-3,0.032272
10.618,7.3865,23.955,39.021,24.046,39.17,0.64623,0,0.64623,0,2.0958,3.4139,39.3,8,9.8007,10.984,0,0,0,98654,16654,369.72,2.4772,NaN,324.94,NaN,0.073313,8841973,4837.1,9.5562,0.46308,0.56213,0.31593,0.026457,0.1207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.172,998.31,339.89,2e-3,0.032402
10.62,7.4345,24.033,39.023,24.125,39.172,0.65043,0,0.65043,0,2.1026,3.414,39.3,8,9.8007,10.943,0,0,0,98650,16650,369.69,2.4772,NaN,324.93,NaN,0.073537,8868942,4837.1,9.6068,0.46309,0.56167,0.31593,0.026458,0.1207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.172,998.3,339.89,2e-3,0.032527
10.622,7.4826,24.111,39.024,24.203,39.173,0.65465,0,0.65465,0,2.1094,3.4142,39.3,8,9.8007,10.903,0,0,0,98646,16646,369.67,2.4772,NaN,324.92,NaN,0.073761,8895917,4837.1,9.6576,0.46309,0.56122,0.31593,0.026459,0.12071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.171,998.3,339.89,2e-3,0.032641
10.624,7.5309,24.189,39.026,24.281,39.175,0.65887,0,0.65887,0,2.1163,3.4143,39.3,8,9.8007,10.862,0,0,0,98641,16641,369.65,2.4772,NaN,324.91,NaN,0.073985,8922896,4837.1,9.7085,0.4631,0.56077,0.31592,0.026459,0.12071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.171,998.29,339.89,2e-3,0.032722
10.626,7.5794,24.267,39.028,24.36,39.177,0.66311,0,0.66311,0,2.1231,3.4145,39.3,8,9.8007,10.822,0,0,0,98637,16637,369.62,2.4772,NaN,324.9,NaN,0.074209,8949881,4837.1,9.7595,0.4631,0.56032,0.31592,0.02646,0.12072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.171,998.29,339.89,2e-3,0.032809
10.628,7.628,24.345,39.029,24.438,39.178,0.66736,0,0.66736,0,2.1299,3.4146,39.3,8,9.8007,10.783,0,0,0,98633,16633,369.6,2.4772,NaN,324.89,NaN,0.074433,8976872,4837.1,9.8107,0.4631,0.55988,0.31592,0.026461,0.12072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.17,998.28,339.89,2e-3,0.03289
10.63,7.6768,24.423,39.031,24.516,39.18,0.67163,0,0.67163,0,2.1367,3.4148,39.3,8,9.8007,10.743,0,0,0,98628,16628,369.58,2.4772,NaN,324.88,NaN,0.074657,9003867,4837.1,9.862,0.46311,0.55943,0.31592,0.026462,0.12072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.17,998.28,339.89,2e-3,0.03297
10.632,7.7257,24.501,39.033,24.595,39.182,0.67591,0,0.67591,0,2.1436,3.4149,39.3,8,9.8007,10.704,0,0,0,98624,16624,369.55,2.4772,NaN,324.87,NaN,0.074882,9030868,4837.1,9.9133,0.46311,0.55899,0.31592,0.026463,0.12073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.17,998.27,339.89,2e-3,0.033049
10.634,7.7748,24.579,39.034,24.673,39.184,0.6802,0,0.6802,0,2.1504,3.4151,39.3,8,9.8007,10.665,0,0,0,98620,16620,369.53,2.4771,NaN,324.86,NaN,0.075106,9057873,4837.1,9.9649,0.46312,0.55854,0.31592,0.026463,0.12073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.169,998.26,339.89,2e-3,0.033135
10.636,7.824,24.657,39.036,24.752,39.185,0.68451,0,0.68451,0,2.1572,3.4152,39.3,8,9.8007,10.626,0,0,0,98615,16615,369.51,2.4771,NaN,324.85,NaN,0.07533,9084884,4837.1,10.016,0.46312,0.5581,0.31592,0.026464,0.12074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.169,998.26,339.89,2e-3,0.033217
10.638,7.8734,24.735,39.038,24.83,39.187,0.68883,0,0.68883,0,2.1641,3.4154,39.3,8,9.8007,10.587,0,0,0,98611,16611,369.48,2.4771,NaN,324.84,NaN,0.075554,9111900,4837.1,10.068,0.46312,0.55766,0.31592,0.026465,0.12074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.169,998.25,339.89,2e-3,0.033298
10.64,7.9229,24.813,39.039,24.908,39.189,0.69317,0,0.69317,0,2.1709,3.4155,39.3,8,9.8007,10.549,0,0,0,98607,16607,369.46,2.4771,NaN,324.83,NaN,0.075779,9138921,4837.1,10.12,0.46313,0.55723,0.31592,0.026466,0.12075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.169,998.25,339.89,2e-3,0.033454
10.642,7.9727,24.892,39.041,24.987,39.19,0.69752,0,0.69752,0,2.1777,3.4157,39.3,8,9.8007,10.511,0,0,0,98602,16602,369.44,2.4771,NaN,324.82,NaN,0.076003,9165946,4837.1,10.172,0.46313,0.55679,0.31591,0.026467,0.12075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.168,998.24,339.88,2e-3,0.033552
10.644,8.0225,24.97,39.043,25.065,39.192,0.70188,0,0.70188,0,2.1846,3.4158,39.3,8,9.8007,10.473,0,0,0,98598,16598,369.41,2.4771,NaN,324.81,NaN,0.076228,9192977,4837.1,10.224,0.46314,0.55636,0.31591,0.026467,0.12076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.168,998.24,339.88,2e-3,0.033632
10.646,8.0725,25.048,39.044,25.143,39.194,0.70625,0,0.70625,0,2.1914,3.4159,39.3,8,9.8007,10.435,0,0,0,98593,16593,369.39,2.4771,NaN,324.8,NaN,0.076452,9.22e6,4837.1,10.276,0.46314,0.55592,0.31591,0.026468,0.12076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.168,998.23,339.88,2e-3,0.033715
10.648,8.1227,25.126,39.046,25.222,39.195,0.71064,0,0.71064,0,2.1982,3.4161,39.3,8,9.8007,10.397,0,0,0,98589,16589,369.36,2.4771,NaN,324.79,NaN,0.076677,9247052,4837.1,10.329,0.46314,0.55549,0.31591,0.026469,0.12076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.167,998.22,339.88,2e-3,0.033812
10.65,8.173,25.204,39.048,25.3,39.197,0.71505,0,0.71505,0,2.2051,3.4162,39.3,8,9.8007,10.36,0,0,0,98585,16585,369.34,2.4771,NaN,324.78,NaN,0.076901,9274098,4837.1,10.381,0.46315,0.55506,0.31591,0.02647,0.12077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.167,998.22,339.88,2e-3,0.0339
10.652,8.2235,25.282,39.049,25.379,39.199,0.71946,0,0.71946,0,2.2119,3.4164,39.3,8,9.8007,10.321,0,0,0,98580,16580,369.32,2.4771,NaN,324.77,NaN,0.077125,9301076,4837.1,10.433,0.46315,0.55461,0.31591,0.026471,0.12077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.167,998.21,339.88,2e-3,0.033995
10.654,8.2742,25.36,39.051,25.457,39.2,0.7239,0,0.7239,0,2.2187,3.4165,39.3,8,9.8007,10.283,0,0,0,98576,16576,369.29,2.4771,NaN,324.76,NaN,0.07735,9328060,4837.1,10.486,0.46316,0.55417,0.31591,0.026472,0.12078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.166,998.21,339.88,2e-3,0.034088
10.656,8.325,25.438,39.053,25.535,39.202,0.72834,0,0.72834,0,2.2256,3.4167,39.3,8,9.8007,10.245,0,0,0,98572,16572,369.27,2.4771,NaN,324.75,NaN,0.077574,9355049,4837.1,10.538,0.46316,0.55373,0.31591,0.026472,0.12078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.166,998.2,339.88,2e-3,0.03417
10.658,8.3759,25.516,39.054,25.614,39.204,0.7328,0,0.7328,0,2.2324,3.4168,39.3,8,9.8007,10.207,0,0,0,98567,16567,369.25,2.4771,NaN,324.74,NaN,0.077798,9382043,4837.1,10.591,0.46317,0.55328,0.31591,0.026473,0.12079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.166,998.19,339.88,2e-3,0.034251
10.66,8.427,25.594,39.056,25.692,39.205,0.73727,0,0.73727,0,2.2392,3.417,39.3,8,9.8007,10.169,0,0,0,98563,16563,369.22,2.4771,NaN,324.73,NaN,0.078022,9409042,4837.1,10.643,0.46317,0.55284,0.3159,0.026474,0.12079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.165,998.19,339.88,2e-3,0.034344
10.662,8.4783,25.673,39.058,25.771,39.207,0.74175,0,0.74175,0,2.2461,3.4171,39.3,8,9.8007,10.131,0,0,0,98559,16559,369.2,2.4771,NaN,324.72,NaN,0.078246,9436046,4837.1,10.696,0.46317,0.55241,0.3159,0.026475,0.1208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.165,998.18,339.88,2e-3,0.034429
10.664,8.5297,25.751,39.059,25.849,39.209,0.74625,0,0.74625,0,2.2529,3.4173,39.3,8,9.8007,10.094,0,0,0,98554,16554,369.18,2.4771,NaN,324.71,NaN,0.078471,9463054,4837.2,10.749,0.46318,0.55197,0.3159,0.026476,0.1208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.165,998.18,339.88,2e-3,0.034507
10.666,8.5813,25.829,39.061,25.927,39.21,0.75077,0,0.75077,0,2.2597,3.4174,39.3,8,9.8007,10.057,0,0,0,98550,16550,369.15,2.4771,NaN,324.7,NaN,0.078695,9490068,4837.2,10.802,0.46318,0.55153,0.3159,0.026477,0.12081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.164,998.17,339.88,2e-3,0.034585
10.668,8.633,25.907,39.063,26.006,39.212,0.75529,0,0.75529,0,2.2666,3.4176,39.3,8,9.8007,10.02,0,0,0,98545,16545,369.13,2.4771,NaN,324.69,NaN,0.078919,9517086,4837.2,10.855,0.46319,0.5511,0.3159,0.026478,0.12081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.164,998.16,339.88,2e-3,0.034664
10.67,8.6849,25.985,39.064,26.084,39.214,0.75983,0,0.75983,0,2.2734,3.4177,39.3,8,9.8007,9.9831,0,0,0,98541,16541,369.11,2.477,NaN,324.68,NaN,0.079144,9544109,4837.2,10.908,0.46319,0.55067,0.3159,0.026478,0.12081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.164,998.16,339.88,2e-3,0.034745
10.672,8.737,26.063,39.066,26.163,39.215,0.76439,0,0.76439,0,2.2802,3.4178,39.3,8,9.8007,9.9465,0,0,0,98537,16537,369.08,2.477,NaN,324.67,NaN,0.079368,9571137,4837.2,10.961,0.4632,0.55024,0.3159,0.026479,0.12082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.163,998.15,339.88,2e-3,0.034825
10.674,8.7892,26.141,39.068,26.241,39.217,0.76895,0,0.76895,0,2.2871,3.418,39.3,8,9.8007,9.9102,0,0,0,98532,16532,369.06,2.477,NaN,324.66,NaN,0.079593,9598169,4837.2,11.015,0.4632,0.54981,0.3159,0.02648,0.12082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.163,998.15,339.88,2e-3,0.034903
10.676,8.8415,26.219,39.069,26.32,39.219,0.77353,0,0.77353,0,2.2939,3.4181,39.3,8,9.8007,9.8741,0,0,0,98528,16528,369.04,2.477,NaN,324.65,NaN,0.079817,9625206,4837.2,11.068,0.46321,0.54939,0.3159,0.026481,0.12083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.163,998.14,339.88,2e-3,0.034982
10.678,8.8941,26.298,39.071,26.398,39.22,0.77813,0,0.77813,0,2.3007,3.4183,39.3,8,9.8007,9.8382,0,0,0,98524,16524,369.01,2.477,NaN,324.64,NaN,0.080042,9652248,4837.2,11.122,0.46321,0.54896,0.31589,0.026482,0.12083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.162,998.13,339.88,2e-3,0.035062
10.68,8.9467,26.376,39.073,26.477,39.222,0.78274,0,0.78274,0,2.3076,3.4184,39.3,8,9.8007,9.8025,0,0,0,98519,16519,368.99,2.477,NaN,324.62,NaN,0.080267,9679295,4837.2,11.176,0.46321,0.54854,0.31589,0.026483,0.12084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.162,998.13,339.88,2e-3,0.035142
10.682,8.9996,26.454,39.074,26.555,39.224,0.78736,0,0.78736,0,2.3144,3.4186,39.3,8,9.8007,9.7669,0,0,0,98515,16515,368.97,2.477,NaN,324.61,NaN,0.080491,9706345,4837.2,11.23,0.46322,0.54812,0.31589,0.026484,0.12084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.162,998.12,339.88,2e-3,0.035221
10.684,9.0525,26.532,39.076,26.633,39.225,0.79199,0,0.79199,0,2.3213,3.4187,39.3,8,9.8007,9.7316,0,0,0,98511,16511,368.94,2.477,NaN,324.6,NaN,0.080716,9733401,4837.2,11.284,0.46322,0.5477,0.31589,0.026485,0.12085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.161,998.11,339.88,2e-3,0.0353
10.686,9.1057,26.61,39.078,26.712,39.227,0.79664,0,0.79664,0,2.3281,3.4189,39.3,8,9.8007,9.6965,0,0,0,98506,16506,368.92,2.477,NaN,324.59,NaN,0.080941,9760461,4837.2,11.338,0.46323,0.54729,0.31589,0.026485,0.12085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.161,998.11,339.88,2e-3,0.035519
10.688,9.159,26.688,39.079,26.79,39.229,0.80131,0,0.80131,0,2.3349,3.419,39.3,8,9.8007,9.6616,0,0,0,98502,16502,368.9,2.477,NaN,324.58,NaN,0.081166,9787525,4837.2,11.393,0.46323,0.54687,0.31589,0.026486,0.12086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.16,998.1,339.88,2e-3,0.035608
10.69,9.2124,26.767,39.081,26.869,39.23,0.80598,0,0.80598,0,2.3418,3.4191,39.3,8,9.8007,9.6268,0,0,0,98498,16498,368.87,2.477,NaN,324.57,NaN,0.081391,9814594,4837.2,11.447,0.46324,0.54646,0.31589,0.026487,0.12086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.16,998.1,339.88,2e-3,0.035687
10.692,9.266,26.845,39.083,26.947,39.232,0.81067,0,0.81067,0,2.3486,3.4193,39.3,8,9.8007,9.5923,0,0,0,98493,16493,368.85,2.477,NaN,324.56,NaN,0.081616,9841668,4837.2,11.502,0.46324,0.54605,0.31589,0.026488,0.12087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.16,998.09,339.88,2e-3,0.035766
10.694,9.3198,26.923,39.084,27.026,39.234,0.81538,0,0.81538,0,2.3554,3.4194,39.3,8,9.8007,9.5579,0,0,0,98489,16489,368.83,2.477,NaN,324.55,NaN,0.081841,9868745,4837.2,11.557,0.46325,0.54564,0.31589,0.026489,0.12087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.159,998.08,339.88,2e-3,0.035846
10.696,9.3737,27.001,39.086,27.104,39.235,0.8201,0,0.8201,0,2.3623,3.4196,39.3,8,9.8007,9.5237,0,0,0,98484,16484,368.8,2.477,NaN,324.54,NaN,0.082065,9895827,4837.2,11.611,0.46325,0.54523,0.31588,0.02649,0.12088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.159,998.08,339.88,2e-3,0.035925
10.698,9.4278,27.079,39.088,27.183,39.237,0.82483,0,0.82483,0,2.3691,3.4197,39.3,8,9.8007,9.4897,0,0,0,98480,16480,368.78,2.477,NaN,324.53,NaN,0.082291,9922914,4837.2,11.666,0.46325,0.54482,0.31588,0.026491,0.12088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.159,998.07,339.88,2e-3,0.036006
10.7,9.4821,27.157,39.089,27.261,39.239,0.82957,0,0.82957,0,2.376,3.4199,39.3,8,9.8007,9.4559,0,0,0,98476,16476,368.76,2.477,NaN,324.52,NaN,0.082516,9.95e6,4837.2,11.722,0.46326,0.54442,0.31588,0.026492,0.12089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.158,998.06,339.88,2e-3,0.036086
10.702,9.5365,27.236,39.091,27.34,39.24,0.83433,0,0.83433,0,2.3828,3.42,39.3,8,9.8007,9.4309,0,0,0,98471,16471,368.73,2.477,NaN,324.51,NaN,0.082744,9977484,4837.2,11.78,0.46326,0.54412,0.31588,0.026493,0.12089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.158,998.06,339.88,2e-3,0.036163
10.704,9.591,27.314,39.092,27.418,39.242,0.8391,0,0.8391,0,2.3896,3.4201,39.3,8,9.8007,9.406,0,0,0,98467,16467,368.71,2.4769,NaN,324.5,NaN,0.082972,10004966,4837.2,11.839,0.46327,0.54383,0.31588,0.026493,0.12089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.158,998.05,339.88,2e-3,0.036242
10.706,9.6457,27.392,39.094,27.497,39.243,0.84389,0,0.84389,0,2.3965,3.4203,39.3,8,9.8007,9.3812,0,0,0,98463,16463,368.69,2.4769,NaN,324.49,NaN,0.083201,10032451,4837.2,11.897,0.46327,0.54353,0.31588,0.026494,0.1209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.157,998.04,339.88,2e-3,0.036321
