time,seconds_elapsed,z,y,x
1659026345994135800,0.0321357421875,9.801111221313477,0.3293786644935608,0.010779665783047676
1659026346003806200,0.04180615234375,9.801000595092773,0.33265599608421326,0.010201934725046158
1659026346013476600,0.0514765625,9.801185607910156,0.32726001739501953,0.0075517091900110245
1659026346023146800,0.061146728515625,9.801427841186523,0.3199942111968994,0.0038627965841442347
1659026346032817200,0.070817138671875,9.801515579223633,0.3173099160194397,0.0006945797940716147
1659026346042487600,0.080487548828125,9.801547050476074,0.31632670760154724,-0.0013463859213516116
1659026346052158000,0.090157958984375,9.801575660705566,0.31543105840682983,0.0005526136374101043
1659026346061828400,0.099828369140625,9.801599502563477,0.3146842122077942,0.0015274891629815102
1659026346071498500,0.10949853515625,9.80166244506836,0.3127088248729706,0.0003154879086650908
1659026346081169000,0.1191689453125,9.80173110961914,0.3105669617652893,-0.000798475812189281
1659026346090839300,0.12883935546875,9.801800727844238,0.3083607256412506,-0.0014928678283467889
1659026346100509700,0.138509765625,9.801795959472656,0.3085000813007355,-0.001843891805037856
1659026346110180000,0.14818017578125,9.801815032958984,0.3079080879688263,-0.00048359320499002934
1659026346119850500,0.1578505859375,9.801782608032227,0.3089336156845093,-0.00033493354567326605
1659026346129521000,0.16752099609375,9.801788330078125,0.30874982476234436,-0.00116951041854918
1659026346139191000,0.17719091796875,9.801775932312012,0.3091544806957245,-0.0012753552291542292
1659026346148861400,0.186861328125,9.801766395568848,0.30946221947669983,-0.0005967782926745713
1659026346158531800,0.19653173828125,9.801806449890137,0.30820682644844055,-0.000008112137948046438
1659026346168202200,0.2062021484375,9.801804542541504,0.30822262167930603,0.0009360520052723587
1659026346177872400,0.215872314453125,9.801814079284668,0.3079100549221039,0.0017805893439799547
1659026346187542800,0.225542724609375,9.801801681518555,0.308325856924057,0.003058450063690543
1659026346197213200,0.235213134765625,9.801820755004883,0.30771100521087646,0.003516226541250944
1659026346206883600,0.244883544921875,9.801831245422363,0.3073626756668091,0.004041427280753851
1659026346216554000,0.254553955078125,9.801865577697754,0.30624914169311523,0.004440806806087494
1659026346226224000,0.26422412109375,9.801883697509766,0.30569255352020264,0.005025635939091444
1659026346235894500,0.27389453125,9.801889419555664,0.305485337972641,0.005087238736450672
1659026346245565000,0.28356494140625,9.801886558532715,0.3056057095527649,0.004811989609152079
1659026346255235300,0.2932353515625,9.80188274383545,0.30571892857551575,0.004609089344739914
1659026346264905700,0.30290576171875,9.801870346069336,0.30614861845970154,0.004156735725700855
1659026346274576000,0.312575927734375,9.801859855651855,0.30644381046295166,0.003719271393492818
1659026346284246500,0.32224658203125,9.801858901977539,0.3065139949321747,0.0029891517478972673
1659026346293916700,0.331916748046875,9.801850318908691,0.30677393078804016,0.0027774556074291468
1659026346303587000,0.341587158203125,9.801851272583008,0.30677616596221924,0.0025365904439240694
1659026346313257500,0.351257568359375,9.801859855651855,0.306462824344635,0.0026085085701197386
1659026346322927900,0.360927978515625,9.801858901977539,0.30649322271347046,0.002023592358455062
1659026346332598300,0.370598388671875,9.801867485046387,0.30621692538261414,0.001596365007571876
1659026346342268400,0.380268310546875,9.80187702178955,0.305921345949173,0.0014503286220133305
1659026346351938800,0.389938720703125,9.8018798828125,0.3058411478996277,0.0013467168901115656
1659026346361609200,0.399609130859375,9.801885604858398,0.3056451380252838,0.001333701191470027
1659026346371279600,0.409279541015625,9.801885604858398,0.3056221902370453,0.001028508529998362
1659026346380949800,0.41894970703125,9.80189323425293,0.3053880035877228,0.0012921199668198824
1659026346390620200,0.4286201171875,9.801900863647461,0.30519333481788635,0.001456536934711039
1659026346400290600,0.43829052734375,9.801892280578613,0.30542629957199097,0.0016152244061231613
1659026346409961000,0.4479609375,9.801892280578613,0.3054409921169281,0.0016820864984765649
1659026346419631400,0.45763134765625,9.801888465881348,0.30556371808052063,0.0016945332754403353
1659026346429301500,0.467301513671875,9.80187702178955,0.3059270679950714,0.0019661709666252136
1659026346438972200,0.47697216796875,9.8018798828125,0.3058491349220276,0.0022041662596166134
1659026346448642300,0.486642333984375,9.801888465881348,0.30554428696632385,0.0025574127212166786
1659026346458312700,0.496312744140625,9.801891326904297,0.3054601550102234,0.0026271273382008076
1659026346467983000,0.505983154296875,9.801888465881348,0.3055470287799835,0.00271145673468709
1659026346477653500,0.515653564453125,9.801897048950195,0.30527740716934204,0.0028428821824491024
1659026346487324000,0.525323974609375,9.801896095275879,0.30530470609664917,0.002938999095931649
1659026346496994000,0.534994140625,9.801896095275879,0.30530229210853577,0.002930654212832451
1659026346506664400,0.54466455078125,9.801901817321777,0.30512022972106934,0.0030202993657439947
1659026346516334800,0.5543349609375,9.801899909973145,0.3051612675189972,0.003013051114976406
1659026346526005200,0.564005126953125,9.80190372467041,0.3050261437892914,0.0029493807815015316
1659026346535675400,0.57367529296875,9.801901817321777,0.30512961745262146,0.002756369998678565
1659026346545345800,0.583345703125,9.801898956298828,0.30521637201309204,0.0025402866303920746
1659026346555016200,0.59301611328125,9.80189323425293,0.30538836121559143,0.002509338315576315
1659026346564686600,0.6026865234375,9.801888465881348,0.3055470883846283,0.00247769127599895
1659026346574357000,0.61235693359375,9.80190658569336,0.3049834966659546,0.0027730970177799463
1659026346584027100,0.622027099609375,9.801972389221191,0.30282264947891235,0.005055214278399944
1659026346593697500,0.631697509765625,9.802092552185059,0.298790842294693,0.009414250031113625
1659026346603368000,0.641367919921875,9.802241325378418,0.29363885521888733,0.015398867428302765
1659026346613038300,0.651038330078125,9.802331924438477,0.29030582308769226,0.019980283454060555
