time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1659103341761503000,0.4355029296875,-0.3851900100708008,-0.0022543102968484163,0.01193943154066801,0.9227572679519653,0.005038982257246971,-0.023773308843374252,0.7909489274024963
1659103341771174000,0.445173828125,-0.3844735622406006,-0.0022609459701925516,0.011940309777855873,0.9230560064315796,0.005008945241570473,-0.023783940821886063,0.7893961071968079
1659103341780844800,0.4548447265625,-0.38544976711273193,-0.002269150223582983,0.011926533654332161,0.9226489663124084,0.0050083352252841,-0.02375952899456024,0.7915115356445312
1659103341790515700,0.464515625,-0.38728612661361694,-0.002281852765008807,0.011902451515197754,0.9218798875808716,0.0050135510973632336,-0.0237149428576231,0.7954935431480408
1659103341800186600,0.4741865234375,-0.38685232400894165,-0.00228193704970181,0.011901906691491604,0.9220620393753052,0.005001813638955355,-0.023716362193226814,0.7945523262023926
1659103341809857500,0.483857421875,-0.3860723078250885,-0.00227876054123044,0.011912854388356209,0.9223887920379639,0.004996068775653839,-0.023738328367471695,0.7928608059883118
1659103341819528400,0.493528564453125,-0.3854011297225952,-0.002290133386850357,0.011921261437237263,0.9226692914962769,0.004964286461472511,-0.02376624010503292,0.7914055585861206
1659103341829199400,0.503199462890625,-0.38279643654823303,-0.0022679222747683525,0.011924685910344124,0.9237529635429382,0.004940870217978954,-0.023769471794366837,0.7857626080513
1659103341838870500,0.51287060546875,-0.3812848925590515,-0.0022535929456353188,0.011934886686503887,0.9243777990341187,0.004936257842928171,-0.02378545142710209,0.7824912071228027
1659103341848541400,0.52254150390625,-0.3807477355003357,-0.0022671541664749384,0.011945919133722782,0.9245989918708801,0.004905757028609514,-0.023819049820303917,0.7813289165496826
1659103341858212400,0.53221240234375,-0.38115760684013367,-0.0022756196558475494,0.01194661483168602,0.9244300723075867,0.004901194013655186,-0.02382461354136467,0.7822155356407166
1659103341867883300,0.54188330078125,-0.38114020228385925,-0.0022879194002598524,0.011951019056141376,0.9244371652603149,0.0048813591711223125,-0.023842226713895798,0.782177746295929
1659103341877554200,0.55155419921875,-0.38177451491355896,-0.0023017616476863623,0.011959951370954514,0.9241752624511719,0.004878955893218517,-0.02386595495045185,0.7835504412651062
1659103341887225300,0.561225341796875,-0.38089683651924133,-0.002286850940436125,0.011958904564380646,0.9245373606681824,0.004883068613708019,-0.023857278749346733,0.7816514372825623
1659103341896896300,0.570896240234375,-0.3800715506076813,-0.002270194236189127,0.011950137093663216,0.9248771071434021,0.0048859198577702045,-0.023832743987441063,0.7798663377761841
1659103341906567200,0.580567138671875,-0.3801475763320923,-0.002261811401695013,0.011939150281250477,0.9248459935188293,0.0048950305208563805,-0.023805642500519753,0.7800306677818298
1659103341916238000,0.590238037109375,-0.37980782985687256,-0.0022528129629790783,0.0119308577850461,0.9249857068061829,0.0048966314643621445,-0.023785259574651718,0.779295802116394
1659103341925909000,0.599908935546875,-0.37879058718681335,-0.0022343166638165712,0.011933582834899426,0.9254027605056763,0.004906779155135155,-0.023781659081578255,0.7770969867706299
1659103341935580000,0.609579833984375,-0.3809584975242615,-0.002262124791741371,0.01193463709205389,0.9245123267173767,0.004911888390779495,-0.023793235421180725,0.78178471326828
1659103341945251000,0.6192509765625,-0.3809434771537781,-0.0022614223416894674,0.011928541585803032,0.9245185852050781,0.0049081542529165745,-0.023781506344676018,0.7817521095275879
1659103341954922000,0.628921875,-0.38095226883888245,-0.0022681287955492735,0.011930781416594982,0.9245149493217468,0.00489768385887146,-0.023790713399648666,0.7817710041999817
1659103341964593000,0.638593017578125,-0.3804970383644104,-0.0022650272585451603,0.01193872932344675,0.9247022867202759,0.004897757899016142,-0.023805461823940277,0.7807864546775818
1659103341974263800,0.648263916015625,-0.3799542188644409,-0.0022599492222070694,0.0119498735293746,0.9249253273010254,0.004901651758700609,-0.023825090378522873,0.7796127796173096
1659103341983934700,0.657934814453125,-0.3793696165084839,-0.002258480992168188,0.011957911774516106,0.9251651763916016,0.0048954118974506855,-0.023841945454478264,0.7783489227294922
1659103341993605600,0.667605712890625,-0.37975332140922546,-0.002274245722219348,0.011957875452935696,0.925007700920105,0.0048761023208498955,-0.023851821199059486,0.779178261756897
1659103342003276500,0.677276611328125,-0.3797452747821808,-0.002277944702655077,0.011955591849982738,0.9250110387802124,0.004867314826697111,-0.023850446566939354,0.7791606783866882
1659103342012947500,0.686947509765625,-0.37972721457481384,-0.0022836457937955856,0.011956850066781044,0.9250184297561646,0.004857255145907402,-0.023857202380895615,0.7791215777397156
1659103342022618600,0.69661865234375,-0.3797125816345215,-0.002288831165060401,0.01195647194981575,0.9250243902206421,0.004846995230764151,-0.023860516026616096,0.7790898680686951
1659103342032289500,0.70628955078125,-0.37975814938545227,-0.002276022220030427,0.011949493549764156,0.9250058531761169,0.0048665693029761314,-0.023837637156248093,0.7791884541511536
1659103342041960400,0.71596044921875,-0.37980756163597107,-0.0022611769381910563,0.011944245547056198,0.9249856472015381,0.0048913233913481236,-0.023816386237740517,0.7792954444885254
1659103342051631400,0.72563134765625,-0.37979981303215027,-0.002264738082885742,0.011942058801651001,0.924988865852356,0.004882872570306063,-0.023815089836716652,0.7792786359786987
1659103342061302300,0.73530224609375,-0.37981975078582764,-0.002260395558550954,0.011935926042497158,0.9249807596206665,0.004886758979409933,-0.023800335824489594,0.7793216109275818
1659103342070973200,0.74497314453125,-0.37981078028678894,-0.0022605881094932556,0.011942988261580467,0.924984335899353,0.004891539923846722,-0.02381359599530697,0.7793023586273193
1659103342080644000,0.75464404296875,-0.37982800602912903,-0.0022569727152585983,0.011937354691326618,0.9249773621559143,0.004894391633570194,-0.023800335824489594,0.779339611530304
1659103342090315000,0.76431494140625,-0.37979257106781006,-0.002269668970257044,0.011936096474528313,0.9249919056892395,0.004869029391556978,-0.023807840421795845,0.7792627215385437
1659103342099986200,0.773986083984375,-0.37980085611343384,-0.0022676631342619658,0.011934036388993263,0.9249885082244873,0.004871389362961054,-0.023802461102604866,0.7792806029319763
1659103342109657000,0.783656982421875,-0.3798239231109619,-0.002262917347252369,0.011926261708140373,0.9249791502952576,0.004874854348599911,-0.023784350603818893,0.7793303728103638
1659103342119328000,0.793327880859375,-0.3798159956932068,-0.00226507312618196,0.01192764937877655,0.9249823689460754,0.004871716257184744,-0.02378859743475914,0.7793132066726685
1659103342128999000,0.8029990234375,-0.3797740638256073,-0.0022788317874073982,0.011929262429475784,0.9249995350837708,0.00484640384092927,-0.0238022543489933,0.779222309589386
1659103342138669800,0.812669921875,-0.3797864317893982,-0.0022733218502253294,0.011932345107197762,0.9249944686889648,0.004859260283410549,-0.02380370907485485,0.7792493104934692
1659103342148340700,0.8223408203125,-0.3798017203807831,-0.0022692515049129725,0.011929434724152088,0.9249882102012634,0.004864973947405815,-0.023795150220394135,0.7792823314666748
1659103342158012000,0.832011962890625,-0.37983962893486023,-0.002257503569126129,0.011926300823688507,0.9249727129936218,0.004885305184870958,-0.023780224844813347,0.7793644666671753
1659103342167682800,0.841682861328125,-0.3798415958881378,-0.0022546525578945875,0.011931609362363815,0.9249718189239502,0.00489466730505228,-0.02378786914050579,0.7793688178062439
1659103342177353700,0.851353759765625,-0.3798922002315521,-0.0022383902687579393,0.011928822845220566,0.9249511361122131,0.0049239411018788815,-0.023770088329911232,0.7794785499572754
1659103342187024600,0.861024658203125,-0.3799087107181549,-0.0022306740283966064,0.011933804489672184,0.9249443411827087,0.0049424306489527225,-0.023773353546857834,0.7795145511627197
1659103342196695600,0.870695556640625,-0.37993207573890686,-0.0022232208866626024,0.011932380497455597,0.9249347448348999,0.004955739248543978,-0.02376493066549301,0.779565155506134
1659103342206366500,0.880366455078125,-0.37995508313179016,-0.0022197032812982798,0.0119216563180089,0.9249254465103149,0.004954684525728226,-0.02374229021370411,0.7796146869659424
1659103342216037600,0.89003759765625,-0.3799762427806854,-0.00221375934779644,0.011918394826352596,0.9249168038368225,0.00496374536305666,-0.023731626570224762,0.7796605229377747
1659103342225708500,0.89970849609375,-0.37995943427085876,-0.0022210045717656612,0.011914820410311222,0.9249237179756165,0.004947190172970295,-0.02373061142861843,0.7796238660812378
1659103342235379500,0.90937939453125,-0.3799660801887512,-0.002218774985522032,0.01191470492631197,0.9249210357666016,0.004951397888362408,-0.023728666827082634,0.7796383500099182
1659103342245050400,0.91905029296875,-0.3799813985824585,-0.002214692998677492,0.01191179733723402,0.9249147772789001,0.0049571325071156025,-0.02372010238468647,0.7796714901924133
1659103342254721300,0.92872119140625,-0.37996411323547363,-0.0022210332099348307,0.011910833418369293,0.9249218702316284,0.004944225773215294,-0.023723233491182327,0.7796339392662048
1659103342264392200,0.93839208984375,-0.3799743056297302,-0.002218430396169424,0.011908638291060925,0.9249176979064941,0.004947633948177099,-0.023717137053608894,0.7796560525894165
1659103342274063400,0.9480634765625,-0.3799861669540405,-0.002212336752563715,0.011913541704416275,0.9249128103256226,0.0049629416316747665,-0.023721514269709587,0.7796818614006042
1659103342283734300,0.957734375,-0.37999361753463745,-0.0022130985744297504,0.011905450373888016,0.9249098300933838,0.004955570213496685,-0.023707084357738495,0.7796977758407593
1659103342293405200,0.9674052734375,-0.3799841105937958,-0.002216559834778309,0.011904969811439514,0.924913763999939,0.0049485559575259686,-0.023708876222372055,0.7796772122383118
1659103342303076000,0.977076171875,-0.3800148665904999,-0.0022041802294552326,0.011909357272088528,0.9249010682106018,0.0049755871295928955,-0.023707417771220207,0.7797439694404602
1659103342312747000,0.9867470703125,-0.3800104260444641,-0.0022014444693922997,0.01191976573318243,0.9249027967453003,0.004988451022654772,-0.023724619299173355,0.7797346711158752
1659103342322418000,0.99641796875,-0.37997496128082275,-0.0022098992485553026,0.011928904801607132,0.9249172210693359,0.00497884675860405,-0.023748142644762993,0.7796580195426941
1659103342332088800,1.0060888671875,-0.3799896538257599,-0.002206003526225686,0.011926064267754555,0.9249112010002136,0.0049842726439237595,-0.023739846423268318,0.7796897888183594
1659103342341759700,1.015759765625,-0.379986435174942,-0.0022121614310890436,0.011913749389350414,0.924912691116333,0.004963431041687727,-0.023721762001514435,0.7796825170516968
1659103342351431000,1.025430908203125,-0.379997581243515,-0.0022086775861680508,0.011912890709936619,0.9249081015586853,0.004969510715454817,-0.023717466741800308,0.779706597328186
1659103342361101800,1.035101806640625,-0.3799883723258972,-0.0022191291209310293,0.01189512200653553,0.9249120950698853,0.004936422221362591,-0.02369258925318718,0.7796860933303833
1659103342370772700,1.044772705078125,-0.3799445629119873,-0.0022364275064319372,0.011889693327248096,0.9249301552772522,0.004899165593087673,-0.023695925250649452,0.7795909643173218
1659103342380443600,1.054443603515625,-0.3799898326396942,-0.0022243892308324575,0.011881079524755478,0.9249116778373718,0.00491604907438159,-0.02367059886455536,0.779688835144043
1659103342390114600,1.064114501953125,-0.38000011444091797,-0.0022228506859391928,0.011876213364303112,0.9249075055122375,0.004915457684546709,-0.02366037108004093,0.7797109484672546
1659103342399785500,1.073785400390625,-0.3799798786640167,-0.002230741549283266,0.011873940005898476,0.9249158501625061,0.00489861099049449,-0.023662270978093147,0.7796670198440552
1659103342409456400,1.083456298828125,-0.37998494505882263,-0.002228295197710395,0.011875647120177746,0.924913763999939,0.004904564935714006,-0.02366354502737522,0.7796780467033386
1659103342419127300,1.093127197265625,-0.3799777328968048,-0.0022301864810287952,0.011877093464136124,0.924916684627533,0.0049019805155694485,-0.023667696863412857,0.7796624302864075
1659103342428798500,1.102798583984375,-0.38000601530075073,-0.0022185437846928835,0.011881763115525246,0.9249050617218018,0.004927797708660364,-0.023667335510253906,0.7797239422798157
1659103342438469400,1.112469482421875,-0.37999773025512695,-0.002223425544798374,0.011876792646944523,0.9249085187911987,0.004914773628115654,-0.023661894723773003,0.779705822467804
1659103342448140300,1.122140380859375,-0.3799930512905121,-0.0022265405859798193,0.011873137205839157,0.9249104857444763,0.004906110465526581,-0.023657526820898056,0.7796955704689026
1659103342457811200,1.131811279296875,-0.38001134991645813,-0.002223898423835635,0.011864219792187214,0.9249030351638794,0.004904685541987419,-0.023638920858502388,0.7797349691390991
1659103342467482000,1.141482177734375,-0.38001009821891785,-0.0022252623457461596,0.011861953884363174,0.9249035716056824,0.004900406580418348,-0.02363577112555504,0.7797321677207947
1659103342477153000,1.151153076171875,-0.38001132011413574,-0.002223745919764042,0.011864620260894299,0.9249030351638794,0.004905271343886852,-0.02363954484462738,0.7797349095344543
1659103342486824200,1.16082421875,-0.38001567125320435,-0.0022266823798418045,0.011853809468448162,0.9249014258384705,0.004891726654022932,-0.023621756583452225,0.7797439694404602
1659103342496495000,1.1704951171875,-0.3800041079521179,-0.002231031423434615,0.011852904222905636,0.9249061346054077,0.00488269655033946,-0.023623447865247726,0.7797188758850098
1659103342506166000,1.180166015625,-0.3800247609615326,-0.0022265270818024874,0.011846568435430527,0.9248977899551392,0.004886739421635866,-0.023608192801475525,0.7797635197639465
1659103342515837000,1.1898369140625,-0.3800338804721832,-0.0022263850551098585,0.011839272454380989,0.9248940944671631,0.00488168653100729,-0.023594539612531662,0.7797830700874329
1659103342525507800,1.1995078125,-0.3800315856933594,-0.0022277829702943563,0.011837775819003582,0.9248950481414795,0.0048779030330479145,-0.023592844605445862,0.7797780632972717
1659103342535178800,1.2091787109375,-0.3800320029258728,-0.0022303482983261347,0.01183118112385273,0.9248949885368347,0.004868151620030403,-0.023582592606544495,0.779778778553009
1659103342544850000,1.218849853515625,-0.3799968361854553,-0.002242851071059704,0.011830184608697891,0.9249094128608704,0.004843364004045725,-0.023590439930558205,0.7797024846076965
1659103342554520800,1.228520751953125,-0.38000109791755676,-0.002240527421236038,0.011832269839942455,0.9249076247215271,0.004849357530474663,-0.02359250746667385,0.7797117233276367
1659103342564191700,1.238191650390625,-0.379983514547348,-0.0022468087263405323,0.011831698939204216,0.9249148368835449,0.004836853593587875,-0.023596318438649178,0.7796735167503357
1659103342573862700,1.247862548828125,-0.3799833357334137,-0.002251500729471445,0.01182038988918066,0.924915075302124,0.00481956684961915,-0.023578964173793793,0.7796728610992432
1659103342583533600,1.257533447265625,-0.3799469470977783,-0.002259080531075597,0.011832425370812416,0.9249298572540283,0.004813765175640583,-0.023607181385159492,0.7795943021774292
1659103342593204500,1.26720458984375,-0.3799489736557007,-0.0022582043893635273,0.011832854710519314,0.9249290227890015,0.0048157647252082825,-0.023607298731803894,0.7795987129211426
1659103342602875600,1.276875732421875,-0.379934698343277,-0.002257996704429388,0.011845349334180355,0.9249346852302551,0.0048252856358885765,-0.023630332201719284,0.7795681357383728
1659103342612546600,1.286546630859375,-0.37994763255119324,-0.002253383630886674,0.011845736764371395,0.9249293804168701,0.004834446124732494,-0.023627473041415215,0.7795961499214172
1659103342622217500,1.296217529296875,-0.37997275590896606,-0.00224711699411273,0.011839954182505608,0.9249191880226135,0.004842285066843033,-0.02361188270151615,0.7796505093574524
1659103342631888400,1.305888427734375,-0.37998637557029724,-0.002243641298264265,0.011837033554911613,0.9249136447906494,0.004846842959523201,-0.023603767156600952,0.7796800136566162
1659103342641559300,1.315559326171875,-0.38003653287887573,-0.0022305063903331757,0.011826993897557259,0.9248932003974915,0.004864790942519903,-0.023574942722916603,0.7797884941101074
1659103342651230200,1.325230224609375,-0.3800777494907379,-0.0022186317946761847,0.011821385473012924,0.92487633228302,0.004883545450866222,-0.023555323481559753,0.7798776626586914
1659103342660901400,1.3349013671875,-0.38010597229003906,-0.0022106089163571596,0.011817286722362041,0.9248648285865784,0.004895989783108234,-0.023541489616036415,0.7799387574195862
1659103342670572300,1.344572265625,-0.38010168075561523,-0.0022159868385642767,0.011807775124907494,0.9248666763305664,0.004878695122897625,-0.023528005927801132,0.7799291610717773
1659103342680243200,1.3542431640625,-0.38010093569755554,-0.00221545179374516,0.01180970761924982,0.9248669743537903,0.004881136119365692,-0.023531179875135422,0.7799276113510132
1659103342689914000,1.3639140625,-0.38008537888526917,-0.0022173882462084293,0.01181803084909916,0.9248732328414917,0.0048834881745278835,-0.023548129945993423,0.7798941135406494
1659103342699585000,1.3735849609375,-0.3800741732120514,-0.0022219810634851456,0.011816233396530151,0.9248778820037842,0.004873338621109724,-0.02354835718870163,0.7798697352409363
1659103342709256000,1.383255859375,-0.3800658583641052,-0.002223878400400281,0.011818564496934414,0.9248812198638916,0.004871389828622341,-0.023554153740406036,0.7798517346382141
1659103342718927000,1.392927001953125,-0.3800421953201294,-0.0022337203845381737,0.011814398691058159,0.9248909950256348,0.004849408287554979,-0.023554055020213127,0.779800295829773
1659103342728598000,1.402597900390625,-0.38009652495384216,-0.0022212008479982615,0.011799393221735954,0.9248688817024231,0.0048625413328409195,-0.023516492918133736,0.7799177765846252
1659103342738269000,1.41226904296875,-0.3801162838935852,-0.002216259716078639,0.011794871650636196,0.9248608350753784,0.004868745803833008,-0.023504266515374184,0.7799604535102844
1659103342747939800,1.42193994140625,-0.3801240921020508,-0.002213227329775691,0.011795708909630775,0.9248576164245605,0.0048751914873719215,-0.023503469303250313,0.7799773812294006
1659103342757610800,1.43161083984375,-0.38011065125465393,-0.0022170140873640776,0.011797742918133736,0.9248631000518799,0.004869391210377216,-0.02351018227636814,0.7799482941627502
1659103342767281700,1.44128173828125,-0.3800736665725708,-0.0022260460536926985,0.011806746013462543,0.9248781800270081,0.004858588334172964,-0.0235338993370533,0.7798683643341064
1659103342776952600,1.45095263671875,-0.38009172677993774,-0.002219403861090541,0.011807788163423538,0.9248707890510559,0.004872129298746586,-0.023530682548880577,0.7799076437950134
1659103342786623700,1.460623779296875,-0.3801344931125641,-0.002207882469519973,0.011800036765635014,0.9248533248901367,0.0048886374570429325,-0.02350735478103161,0.7800000905990601
1659103342796294700,1.470294677734375,-0.3801567852497101,-0.0022017767187207937,0.011796236969530582,0.9248442053794861,0.004897609818726778,-0.023495566099882126,0.7800483703613281
1659103342805965600,1.479965576171875,-0.3801332712173462,-0.0022069935221225023,0.011803215369582176,0.9248538017272949,0.004892669152468443,-0.023512566462159157,0.7799975872039795
1659103342815636500,1.489636474609375,-0.3800886273384094,-0.002220608526840806,0.011807459406554699,0.9248720407485962,0.0048695714212954044,-0.023531004786491394,0.779900848865509
1659103342825307400,1.499307373046875,-0.3800401985645294,-0.0022362375166267157,0.011809952557086945,0.9248918890953064,0.004841318819671869,-0.02354775369167328,0.7797958850860596
1659103342834978300,1.508978271484375,-0.3800109624862671,-0.0022457283921539783,0.011811325326561928,0.9249038696289062,0.004824057687073946,-0.023557662963867188,0.7797324657440186
1659103342844649500,1.5186494140625,-0.38001400232315063,-0.0022460399195551872,0.011808017268776894,0.924902617931366,0.004821042995899916,-0.023551762104034424,0.7797389626502991
1659103342854320400,1.5283203125,-0.3800041377544403,-0.0022468871902674437,0.01181421522051096,0.9249066114425659,0.004823937546461821,-0.023563925176858902,0.779717743396759
1659103342863991300,1.5379912109375,-0.3799944519996643,-0.0022511847782880068,0.011811850592494011,0.9249106049537659,0.004813941661268473,-0.02356286719441414,0.7796967625617981
1659103342873662200,1.547662109375,-0.3799750506877899,-0.0022584160324186087,0.011810475029051304,0.9249185919761658,0.004799020476639271,-0.023565921932458878,0.7796546220779419
1659103342883333000,1.5573330078125,-0.3799842298030853,-0.0022570467554032803,0.0118061238899827,0.9249148368835449,0.004798479378223419,-0.0235567819327116,0.7796744108200073
1659103342893004000,1.567004150390625,-0.3799801170825958,-0.0022551328875124454,0.011814245954155922,0.9249164462089539,0.0048080924898386,-0.02357037365436554,0.7796656489372253
1659103342902675000,1.576675048828125,-0.37997788190841675,-0.0022535184398293495,0.011820059269666672,0.9249172806739807,0.0048154424875974655,-0.02357991226017475,0.7796609997749329
1659103342912346000,1.58634619140625,-0.37998446822166443,-0.0022531866561621428,0.011815349571406841,0.9249146580696106,0.004812643397599459,-0.023570915684103966,0.7796751856803894
1659103342922017000,1.59601708984375,-0.38000139594078064,-0.0022486597299575806,0.011812176555395126,0.9249077439308167,0.004819038324058056,-0.023561514914035797,0.7797118425369263
1659103342931688000,1.60568798828125,-0.38003116846084595,-0.0022346233017742634,0.011821447871625423,0.9248954057693481,0.004852817859500647,-0.023567840456962585,0.7797766327857971
1659103342941358800,1.61535888671875,-0.38003629446029663,-0.0022341369185596704,0.01181834191083908,0.9248933792114258,0.004851486999541521,-0.023561697453260422,0.7797876596450806
1659103342951029800,1.62502978515625,-0.38004934787750244,-0.0022309625055640936,0.011815126985311508,0.9248880743980408,0.004855247214436531,-0.02355326898396015,0.7798158526420593
1659103342960700700,1.63470068359375,-0.38006195425987244,-0.0022284388542175293,0.01181072648614645,0.9248829483985901,0.00485689053311944,-0.023543143644928932,0.7798430919647217
1659103342970371800,1.644371826171875,-0.38004353642463684,-0.0022354305256158113,0.011809120886027813,0.9248905181884766,0.004842264577746391,-0.023545585572719574,0.7798030972480774
1659103342980042800,1.654042724609375,-0.38004058599472046,-0.002238163026049733,0.011804918758571148,0.9248917698860168,0.00483393669128418,-0.02353990450501442,0.7797965407371521
1659103342989713700,1.663713623046875,-0.38004904985427856,-0.0022359155118465424,0.011803314089775085,0.9248883128166199,0.004837090615183115,-0.02353518083691597,0.7798148989677429
1659103342999384600,1.673384521484375,-0.38004356622695923,-0.0022394151892513037,0.011799369938671589,0.9248906373977661,0.004827475640922785,-0.02353057637810707,0.7798028588294983
1659103343009055500,1.683055419921875,-0.3800114393234253,-0.0022442771587520838,0.011814461089670658,0.9249036312103271,0.004829139914363623,-0.02356235682964325,0.7797336578369141
1659103343018726400,1.692726318359375,-0.3799939453601837,-0.0022500178311020136,0.011815119534730911,0.9249107837677002,0.0048185731284320354,-0.023568030446767807,0.7796957492828369
1659103343028397600,1.7023974609375,-0.37995970249176025,-0.00226022326387465,0.011818939819931984,0.9249247908592224,0.004801722709089518,-0.02358303591609001,0.7796216011047363
1659103343038068500,1.712068359375,-0.37996193766593933,-0.0022611606400460005,0.011814790777862072,0.9249238967895508,0.004796890541911125,-0.02357606031000614,0.7796263098716736
